country;year;sex;age;suicides_no;population;suicidesper100k;country-year;HDI for year;gdp_for_year_dolar;gdp_per_capita;generation
Cuba;2009;female;15-24 years;12;779355;1,54;Cuba2009;;62,080,000,000;5797;Millenials
Cuba;2009;female;5-14 years;3;675592;0,44;Cuba2009;;62,080,000,000;5797;Generation Z
Cuba;2009;male;5-14 years;1;718727;0,14;Cuba2009;;62,080,000,000;5797;Generation Z
Cuba;2010;male;75+ years;206;263320;78,23;Cuba2010;0,778;64,328,000,000;5997;Silent
Cuba;2010;male;55-74 years;374;972763;38,45;Cuba2010;0,778;64,328,000,000;5997;Silent
Cuba;2010;male;35-54 years;476;1899890;25,05;Cuba2010;0,778;64,328,000,000;5997;Generation X
Cuba;2010;male;25-34 years;102;710089;14,36;Cuba2010;0,778;64,328,000,000;5997;Generation X
Cuba;2010;female;55-74 years;142;1005594;14,12;Cuba2010;0,778;64,328,000,000;5997;Silent
Cuba;2010;female;75+ years;40;340480;11,75;Cuba2010;0,778;64,328,000,000;5997;Silent
Cuba;2010;male;15-24 years;67;817305;8,2;Cuba2010;0,778;64,328,000,000;5997;Millenials
Cuba;2010;female;35-54 years;105;1893737;5,54;Cuba2010;0,778;64,328,000,000;5997;Generation X
Cuba;2010;female;25-34 years;17;688810;2,47;Cuba2010;0,778;64,328,000,000;5997;Generation X
Cuba;2010;female;15-24 years;18;771457;2,33;Cuba2010;0,778;64,328,000,000;5997;Millenials
Cuba;2010;female;5-14 years;7;660046;1,06;Cuba2010;0,778;64,328,000,000;5997;Generation Z
Cuba;2010;male;5-14 years;4;702357;0,57;Cuba2010;0,778;64,328,000,000;5997;Generation Z
Cuba;2011;male;75+ years;236;273331;86,34;Cuba2011;0,776;68,990,000,000;6419;Silent
Cuba;2011;male;55-74 years;345;987980;34,92;Cuba2011;0,776;68,990,000,000;6419;Boomers
Cuba;2011;male;35-54 years;441;1909690;23,09;Cuba2011;0,776;68,990,000,000;6419;Generation X
Cuba;2011;male;25-34 years;113;707701;15,97;Cuba2011;0,776;68,990,000,000;6419;Millenials
Cuba;2011;female;75+ years;50;352169;14,2;Cuba2011;0,776;68,990,000,000;6419;Silent
Cuba;2011;female;55-74 years;123;1022839;12,03;Cuba2011;0,776;68,990,000,000;6419;Boomers
Cuba;2011;male;15-24 years;75;808772;9,27;Cuba2011;0,776;68,990,000,000;6419;Millenials
Cuba;2011;female;35-54 years;106;1903248;5,57;Cuba2011;0,776;68,990,000,000;6419;Generation X
Cuba;2011;female;25-34 years;20;686162;2,91;Cuba2011;0,776;68,990,000,000;6419;Millenials
Cuba;2011;female;15-24 years;13;761258;1,71;Cuba2011;0,776;68,990,000,000;6419;Millenials
Cuba;2011;male;5-14 years;4;687609;0,58;Cuba2011;0,776;68,990,000,000;6419;Generation Z
Cuba;2011;female;5-14 years;3;647275;0,46;Cuba2011;0,776;68,990,000,000;6419;Generation Z
Cuba;2012;male;75+ years;245;283396;86,45;Cuba2012;0,772;73,141,000,000;6791;Silent
Cuba;2012;male;55-74 years;357;1000596;35,68;Cuba2012;0,772;73,141,000,000;6791;Boomers
Cuba;2012;male;35-54 years;412;1913864;21,53;Cuba2012;0,772;73,141,000,000;6791;Generation X
Cuba;2012;male;25-34 years;108;718645;15,03;Cuba2012;0,772;73,141,000,000;6791;Millenials
Cuba;2012;female;75+ years;52;364108;14,28;Cuba2012;0,772;73,141,000,000;6791;Silent
Cuba;2012;female;55-74 years;107;1037368;10,31;Cuba2012;0,772;73,141,000,000;6791;Boomers
Cuba;2012;male;15-24 years;71;795384;8,93;Cuba2012;0,772;73,141,000,000;6791;Millenials
Cuba;2012;female;35-54 years;94;1906959;4,93;Cuba2012;0,772;73,141,000,000;6791;Generation X
Cuba;2012;female;15-24 years;25;746677;3,35;Cuba2012;0,772;73,141,000,000;6791;Millenials
Cuba;2012;female;25-34 years;16;696377;2,3;Cuba2012;0,772;73,141,000,000;6791;Millenials
Cuba;2012;male;5-14 years;6;672968;0,89;Cuba2012;0,772;73,141,000,000;6791;Generation Z
Cuba;2012;female;5-14 years;2;634193;0,32;Cuba2012;0,772;73,141,000,000;6791;Generation Z
Cuba;2013;male;75+ years;216;293384;73,62;Cuba2013;0,768;77,148,000,000;7148;Silent
Cuba;2013;male;55-74 years;401;1014211;39,54;Cuba2013;0,768;77,148,000,000;7148;Boomers
Cuba;2013;male;35-54 years;436;1911139;22,81;Cuba2013;0,768;77,148,000,000;7148;Generation X
Cuba;2013;female;75+ years;49;376280;13,02;Cuba2013;0,768;77,148,000,000;7148;Silent
Cuba;2013;male;25-34 years;96;738010;13,01;Cuba2013;0,768;77,148,000,000;7148;Millenials
Cuba;2013;female;55-74 years;111;1052791;10,54;Cuba2013;0,768;77,148,000,000;7148;Boomers
Cuba;2013;male;15-24 years;47;778739;6,04;Cuba2013;0,768;77,148,000,000;7148;Millenials
Cuba;2013;female;35-54 years;94;1903641;4,94;Cuba2013;0,768;77,148,000,000;7148;Generation X
Cuba;2013;female;25-34 years;20;714544;2,8;Cuba2013;0,768;77,148,000,000;7148;Millenials
Cuba;2013;female;15-24 years;20;729372;2,74;Cuba2013;0,768;77,148,000,000;7148;Millenials
Cuba;2013;male;5-14 years;5;659106;0,76;Cuba2013;0,768;77,148,000,000;7148;Generation Z
Cuba;2013;female;5-14 years;4;621473;0,64;Cuba2013;0,768;77,148,000,000;7148;Generation Z
Cuba;2014;male;75+ years;221;303110;72,91;Cuba2014;0,769;80,656,100,000;7459;Silent
Cuba;2014;male;55-74 years;348;1034381;33,64;Cuba2014;0,769;80,656,100,000;7459;Boomers
Cuba;2014;male;35-54 years;409;1899900;21,53;Cuba2014;0,769;80,656,100,000;7459;Generation X
Cuba;2014;female;75+ years;51;388520;13,13;Cuba2014;0,769;80,656,100,000;7459;Silent
Cuba;2014;male;25-34 years;97;758006;12,8;Cuba2014;0,769;80,656,100,000;7459;Millenials
Cuba;2014;female;55-74 years;116;1074729;10,79;Cuba2014;0,769;80,656,100,000;7459;Boomers
Cuba;2014;male;15-24 years;62;761440;8,14;Cuba2014;0,769;80,656,100,000;7459;Millenials
Cuba;2014;female;35-54 years;107;1891607;5,66;Cuba2014;0,769;80,656,100,000;7459;Generation X
Cuba;2014;female;15-24 years;19;711945;2,67;Cuba2014;0,769;80,656,100,000;7459;Millenials
Cuba;2014;female;25-34 years;12;732841;1,64;Cuba2014;0,769;80,656,100,000;7459;Millenials
Cuba;2014;male;5-14 years;9;646878;1,39;Cuba2014;0,769;80,656,100,000;7459;Generation Z
Cuba;2014;female;5-14 years;2;610054;0,33;Cuba2014;0,769;80,656,100,000;7459;Generation Z
Cuba;2015;male;75+ years;257;312547;82,23;Cuba2015;;87,132,800,000;8044;Silent
Cuba;2015;male;55-74 years;394;1064263;37,02;Cuba2015;;87,132,800,000;8044;Boomers
Cuba;2015;male;35-54 years;418;1879569;22,24;Cuba2015;;87,132,800,000;8044;Generation X
Cuba;2015;female;75+ years;56;400826;13,97;Cuba2015;;87,132,800,000;8044;Silent
Cuba;2015;male;25-34 years;82;773518;10,6;Cuba2015;;87,132,800,000;8044;Millenials
Cuba;2015;female;55-74 years;104;1106391;9,4;Cuba2015;;87,132,800,000;8044;Boomers
Cuba;2015;male;15-24 years;56;745157;7,52;Cuba2015;;87,132,800,000;8044;Millenials
Cuba;2015;female;35-54 years;102;1870168;5,45;Cuba2015;;87,132,800,000;8044;Generation X
Cuba;2015;female;25-34 years;21;746139;2,81;Cuba2015;;87,132,800,000;8044;Millenials
Cuba;2015;female;15-24 years;17;696005;2,44;Cuba2015;;87,132,800,000;8044;Millenials
Cuba;2015;male;5-14 years;4;636828;0,63;Cuba2015;;87,132,800,000;8044;Generation Z
Cuba;2015;female;5-14 years;0;600657;0;Cuba2015;;87,132,800,000;8044;Generation Z
Denmark;1994;male;75+ years;89;131700;67,58;Denmark1994;;156,162,311,732;32034;G,I, Generation
Denmark;1994;male;55-74 years;189;448200;42,17;Denmark1994;;156,162,311,732;32034;Silent
Denmark;1994;male;35-54 years;279;755600;36,92;Denmark1994;;156,162,311,732;32034;Boomers
Denmark;1994;female;75+ years;70;230600;30,36;Denmark1994;;156,162,311,732;32034;G,I, Generation
Denmark;1994;male;25-34 years;85;414100;20,53;Denmark1994;;156,162,311,732;32034;Boomers
Denmark;1994;female;55-74 years;100;500000;20;Denmark1994;;156,162,311,732;32034;Silent
Denmark;1994;female;35-54 years;113;732100;15,44;Denmark1994;;156,162,311,732;32034;Boomers
Denmark;1994;male;15-24 years;37;360900;10,25;Denmark1994;;156,162,311,732;32034;Generation X
Denmark;1994;female;25-34 years;23;392600;5,86;Denmark1994;;156,162,311,732;32034;Boomers
Denmark;1994;female;15-24 years;13;346100;3,76;Denmark1994;;156,162,311,732;32034;Generation X
Denmark;1994;male;5-14 years;1;288100;0,35;Denmark1994;;156,162,311,732;32034;Millenials
Denmark;1994;female;5-14 years;0;274900;0;Denmark1994;;156,162,311,732;32034;Millenials
Denmark;1995;male;75+ years;85;133500;63,67;Denmark1995;0,83;185,006,961,302;37841;G,I, Generation
Denmark;1995;male;55-74 years;180;449600;40,04;Denmark1995;0,83;185,006,961,302;37841;Silent
Denmark;1995;female;75+ years;63;233200;27,02;Denmark1995;0,83;185,006,961,302;37841;G,I, Generation
Denmark;1995;male;35-54 years;204;762400;26,76;Denmark1995;0,83;185,006,961,302;37841;Boomers
Denmark;1995;male;25-34 years;108;413900;26,09;Denmark1995;0,83;185,006,961,302;37841;Generation X
Denmark;1995;female;55-74 years;102;498300;20,47;Denmark1995;0,83;185,006,961,302;37841;Silent
Denmark;1995;female;35-54 years;108;739000;14,61;Denmark1995;0,83;185,006,961,302;37841;Boomers
Denmark;1995;male;15-24 years;47;355700;13,21;Denmark1995;0,83;185,006,961,302;37841;Generation X
Denmark;1995;female;25-34 years;18;393200;4,58;Denmark1995;0,83;185,006,961,302;37841;Generation X
Denmark;1995;female;15-24 years;8;341800;2,34;Denmark1995;0,83;185,006,961,302;37841;Generation X
Denmark;1995;male;5-14 years;1;291000;0,34;Denmark1995;0,83;185,006,961,302;37841;Millenials
Denmark;1995;female;5-14 years;0;277500;0;Denmark1995;0,83;185,006,961,302;37841;Millenials
Denmark;1996;male;75+ years;95;134200;70,79;Denmark1996;;187,632,400,366;38158;G,I, Generation
Denmark;1996;male;55-74 years;170;452400;37,58;Denmark1996;;187,632,400,366;38158;Silent
Denmark;1996;male;35-54 years;236;771800;30,58;Denmark1996;;187,632,400,366;38158;Boomers
Denmark;1996;female;75+ years;47;234200;20,07;Denmark1996;;187,632,400,366;38158;G,I, Generation
Denmark;1996;male;25-34 years;83;416000;19,95;Denmark1996;;187,632,400,366;38158;Generation X
Denmark;1996;female;35-54 years;115;747600;15,38;Denmark1996;;187,632,400,366;38158;Boomers
Denmark;1996;female;55-74 years;71;498500;14,24;Denmark1996;;187,632,400,366;38158;Silent
Denmark;1996;male;15-24 years;46;348400;13,2;Denmark1996;;187,632,400,366;38158;Generation X
Denmark;1996;female;25-34 years;20;395400;5,06;Denmark1996;;187,632,400,366;38158;Generation X
Denmark;1996;female;15-24 years;8;335700;2,38;Denmark1996;;187,632,400,366;38158;Generation X
Denmark;1996;male;5-14 years;1;298600;0,33;Denmark1996;;187,632,400,366;38158;Millenials
Denmark;1996;female;5-14 years;0;284500;0;Denmark1996;;187,632,400,366;38158;Millenials
Denmark;1997;male;75+ years;94;135400;69,42;Denmark1997;;173,537,588,008;35148;G,I, Generation
Denmark;1997;male;55-74 years;148;458400;32,29;Denmark1997;;173,537,588,008;35148;Silent
Denmark;1997;male;35-54 years;191;777200;24,58;Denmark1997;;173,537,588,008;35148;Boomers
Denmark;1997;female;75+ years;46;236400;19,46;Denmark1997;;173,537,588,008;35148;G,I, Generation
Denmark;1997;male;25-34 years;79;417200;18,94;Denmark1997;;173,537,588,008;35148;Generation X
Denmark;1997;female;55-74 years;88;501000;17,56;Denmark1997;;173,537,588,008;35148;Silent
Denmark;1997;male;15-24 years;45;337600;13,33;Denmark1997;;173,537,588,008;35148;Generation X
Denmark;1997;female;35-54 years;84;753500;11,15;Denmark1997;;173,537,588,008;35148;Boomers
Denmark;1997;female;25-34 years;22;397100;5,54;Denmark1997;;173,537,588,008;35148;Generation X
Denmark;1997;female;15-24 years;17;326300;5,21;Denmark1997;;173,537,588,008;35148;Generation X
Denmark;1997;male;5-14 years;3;306200;0,98;Denmark1997;;173,537,588,008;35148;Millenials
Denmark;1997;female;5-14 years;0;291000;0;Denmark1997;;173,537,588,008;35148;Millenials
Denmark;1998;male;75+ years;74;136600;54,17;Denmark1998;;176,992,000,955;35710;G,I, Generation
Denmark;1998;male;35-54 years;235;780300;30,12;Denmark1998;;176,992,000,955;35710;Boomers
Denmark;1998;male;55-74 years;118;467900;25,22;Denmark1998;;176,992,000,955;35710;Silent
Denmark;1998;male;25-34 years;84;414200;20,28;Denmark1998;;176,992,000,955;35710;Generation X
Denmark;1998;female;75+ years;38;237600;15,99;Denmark1998;;176,992,000,955;35710;G,I, Generation
Denmark;1998;female;55-74 years;74;507800;14,57;Denmark1998;;176,992,000,955;35710;Silent
Denmark;1998;female;35-54 years;79;756900;10,44;Denmark1998;;176,992,000,955;35710;Boomers
Denmark;1998;male;15-24 years;34;327800;10,37;Denmark1998;;176,992,000,955;35710;Generation X
Denmark;1998;female;25-34 years;16;396400;4,04;Denmark1998;;176,992,000,955;35710;Generation X
Denmark;1998;female;15-24 years;9;316600;2,84;Denmark1998;;176,992,000,955;35710;Generation X
Denmark;1998;male;5-14 years;2;314900;0,64;Denmark1998;;176,992,000,955;35710;Millenials
Denmark;1998;female;5-14 years;0;299400;0;Denmark1998;;176,992,000,955;35710;Millenials
Denmark;1999;male;75+ years;64;137353;46,6;Denmark1999;;177,965,224,621;35763;G,I, Generation
Denmark;1999;male;55-74 years;151;480316;31,44;Denmark1999;;177,965,224,621;35763;Silent
Denmark;1999;male;35-54 years;214;783204;27,32;Denmark1999;;177,965,224,621;35763;Boomers
Denmark;1999;male;25-34 years;91;408827;22,26;Denmark1999;;177,965,224,621;35763;Generation X
Denmark;1999;female;55-74 years;71;516749;13,74;Denmark1999;;177,965,224,621;35763;Silent
Denmark;1999;male;15-24 years;40;319101;12,54;Denmark1999;;177,965,224,621;35763;Generation X
Denmark;1999;female;75+ years;26;238400;10,91;Denmark1999;;177,965,224,621;35763;G,I, Generation
Denmark;1999;female;35-54 years;74;759458;9,74;Denmark1999;;177,965,224,621;35763;Boomers
Denmark;1999;female;25-34 years;21;392951;5,34;Denmark1999;;177,965,224,621;35763;Generation X
Denmark;1999;female;15-24 years;7;308800;2,27;Denmark1999;;177,965,224,621;35763;Generation X
Denmark;1999;male;5-14 years;3;323638;0,93;Denmark1999;;177,965,224,621;35763;Millenials
Denmark;1999;female;5-14 years;0;307403;0;Denmark1999;;177,965,224,621;35763;Millenials
Denmark;2000;male;75+ years;72;138454;52;Denmark2000;0,862;164,158,800,460;32841;G,I, Generation
Denmark;2000;male;55-74 years;142;495321;28,67;Denmark2000;0,862;164,158,800,460;32841;Silent
Denmark;2000;male;35-54 years;218;783883;27,81;Denmark2000;0,862;164,158,800,460;32841;Boomers
Denmark;2000;female;75+ years;42;239483;17,54;Denmark2000;0,862;164,158,800,460;32841;G,I, Generation
Denmark;2000;male;25-34 years;61;403105;15,13;Denmark2000;0,862;164,158,800,460;32841;Generation X
Denmark;2000;male;15-24 years;39;310470;12,56;Denmark2000;0,862;164,158,800,460;32841;Generation X
Denmark;2000;female;55-74 years;54;528095;10,23;Denmark2000;0,862;164,158,800,460;32841;Silent
Denmark;2000;female;35-54 years;74;760859;9,73;Denmark2000;0,862;164,158,800,460;32841;Boomers
Denmark;2000;female;25-34 years;16;389550;4,11;Denmark2000;0,862;164,158,800,460;32841;Generation X
Denmark;2000;female;15-24 years;9;300690;2,99;Denmark2000;0,862;164,158,800,460;32841;Generation X
Denmark;2000;male;5-14 years;1;332762;0,3;Denmark2000;0,862;164,158,800,460;32841;Millenials
Denmark;2000;female;5-14 years;0;315938;0;Denmark2000;0,862;164,158,800,460;32841;Millenials
Denmark;2001;male;75+ years;82;139637;58,72;Denmark2001;;164,791,416,350;32837;Silent
Denmark;2001;male;35-54 years;204;783604;26,03;Denmark2001;;164,791,416,350;32837;Boomers
Denmark;2001;male;55-74 years;123;512361;24,01;Denmark2001;;164,791,416,350;32837;Silent
Denmark;2001;female;75+ years;48;239716;20,02;Denmark2001;;164,791,416,350;32837;Silent
Denmark;2001;female;55-74 years;83;541963;15,31;Denmark2001;;164,791,416,350;32837;Silent
Denmark;2001;male;25-34 years;58;394591;14,7;Denmark2001;;164,791,416,350;32837;Generation X
Denmark;2001;male;15-24 years;38;304335;12,49;Denmark2001;;164,791,416,350;32837;Millenials
Denmark;2001;female;35-54 years;73;761705;9,58;Denmark2001;;164,791,416,350;32837;Boomers
Denmark;2001;female;15-24 years;7;294773;2,37;Denmark2001;;164,791,416,350;32837;Millenials
Denmark;2001;female;25-34 years;9;383262;2,35;Denmark2001;;164,791,416,350;32837;Generation X
Denmark;2001;male;5-14 years;2;340220;0,59;Denmark2001;;164,791,416,350;32837;Millenials
Denmark;2001;female;5-14 years;0;322284;0;Denmark2001;;164,791,416,350;32837;Millenials
Denmark;2002;male;75+ years;77;140549;54,79;Denmark2002;;178,635,160,297;35435;Silent
Denmark;2002;male;55-74 years;140;528640;26,48;Denmark2002;;178,635,160,297;35435;Silent
Denmark;2002;male;35-54 years;182;784825;23,19;Denmark2002;;178,635,160,297;35435;Boomers
Denmark;2002;female;75+ years;42;239014;17,57;Denmark2002;;178,635,160,297;35435;Silent
Denmark;2002;male;25-34 years;64;383869;16,67;Denmark2002;;178,635,160,297;35435;Generation X
Denmark;2002;male;15-24 years;40;302190;13,24;Denmark2002;;178,635,160,297;35435;Millenials
Denmark;2002;female;55-74 years;63;556057;11,33;Denmark2002;;178,635,160,297;35435;Silent
Denmark;2002;female;35-54 years;63;762841;8,26;Denmark2002;;178,635,160,297;35435;Boomers
Denmark;2002;female;25-34 years;11;374887;2,93;Denmark2002;;178,635,160,297;35435;Generation X
Denmark;2002;female;15-24 years;6;292727;2,05;Denmark2002;;178,635,160,297;35435;Millenials
Denmark;2002;female;5-14 years;0;328734;0;Denmark2002;;178,635,160,297;35435;Millenials
Denmark;2002;male;5-14 years;0;346889;0;Denmark2002;;178,635,160,297;35435;Millenials
Denmark;2003;male;75+ years;73;141062;51,75;Denmark2003;;218,095,997,085;43129;Silent
Denmark;2003;male;35-54 years;206;784047;26,27;Denmark2003;;218,095,997,085;43129;Boomers
Denmark;2003;male;55-74 years;129;542296;23,79;Denmark2003;;218,095,997,085;43129;Silent
Denmark;2003;male;25-34 years;48;376343;12,75;Denmark2003;;218,095,997,085;43129;Generation X
Denmark;2003;female;75+ years;26;237848;10,93;Denmark2003;;218,095,997,085;43129;Silent
Denmark;2003;female;55-74 years;59;567852;10,39;Denmark2003;;218,095,997,085;43129;Silent
Denmark;2003;male;15-24 years;24;300836;7,98;Denmark2003;;218,095,997,085;43129;Millenials
Denmark;2003;female;35-54 years;43;763110;5,63;Denmark2003;;218,095,997,085;43129;Boomers
Denmark;2003;female;25-34 years;19;369080;5,15;Denmark2003;;218,095,997,085;43129;Generation X
Denmark;2003;female;15-24 years;6;290582;2,06;Denmark2003;;218,095,997,085;43129;Millenials
Denmark;2003;female;5-14 years;0;332848;0;Denmark2003;;218,095,997,085;43129;Millenials
Denmark;2003;male;5-14 years;0;350879;0;Denmark2003;;218,095,997,085;43129;Millenials
Denmark;2004;male;75+ years;69;142305;48,49;Denmark2004;;251,373,036,671;49552;Silent
Denmark;2004;male;35-54 years;180;782832;22,99;Denmark2004;;251,373,036,671;49552;Boomers
Denmark;2004;male;55-74 years;125;553556;22,58;Denmark2004;;251,373,036,671;49552;Silent
Denmark;2004;male;25-34 years;60;369973;16,22;Denmark2004;;251,373,036,671;49552;Generation X
Denmark;2004;female;55-74 years;66;578536;11,41;Denmark2004;;251,373,036,671;49552;Silent
Denmark;2004;male;15-24 years;33;301933;10,93;Denmark2004;;251,373,036,671;49552;Millenials
Denmark;2004;female;75+ years;23;237260;9,69;Denmark2004;;251,373,036,671;49552;Silent
Denmark;2004;female;35-54 years;71;762293;9,31;Denmark2004;;251,373,036,671;49552;Boomers
Denmark;2004;female;25-34 years;19;364710;5,21;Denmark2004;;251,373,036,671;49552;Generation X
Denmark;2004;female;15-24 years;11;290626;3,78;Denmark2004;;251,373,036,671;49552;Millenials
Denmark;2004;female;5-14 years;2;335587;0,6;Denmark2004;;251,373,036,671;49552;Millenials
Denmark;2004;male;5-14 years;2;353316;0,57;Denmark2004;;251,373,036,671;49552;Millenials
Denmark;2005;male;75+ years;83;143327;57,91;Denmark2005;0,902;264,467,308,109;51960;Silent
Denmark;2005;male;55-74 years;139;564794;24,61;Denmark2005;0,902;264,467,308,109;51960;Silent
Denmark;2005;male;35-54 years;158;781448;20,22;Denmark2005;0,902;264,467,308,109;51960;Boomers
Denmark;2005;female;75+ years;38;236734;16,05;Denmark2005;0,902;264,467,308,109;51960;Silent
Denmark;2005;male;25-34 years;53;364110;14,56;Denmark2005;0,902;264,467,308,109;51960;Generation X
Denmark;2005;female;55-74 years;61;588430;10,37;Denmark2005;0,902;264,467,308,109;51960;Silent
Denmark;2005;female;35-54 years;58;762175;7,61;Denmark2005;0,902;264,467,308,109;51960;Boomers
Denmark;2005;male;15-24 years;21;305232;6,88;Denmark2005;0,902;264,467,308,109;51960;Millenials
Denmark;2005;female;25-34 years;10;360100;2,78;Denmark2005;0,902;264,467,308,109;51960;Generation X
Denmark;2005;female;15-24 years;7;292929;2,39;Denmark2005;0,902;264,467,308,109;51960;Millenials
Denmark;2005;male;5-14 years;3;354025;0,85;Denmark2005;0,902;264,467,308,109;51960;Millenials
Denmark;2005;female;5-14 years;0;336548;0;Denmark2005;0,902;264,467,308,109;51960;Millenials
Denmark;2006;male;75+ years;79;144928;54,51;Denmark2006;;282,884,912,894;55354;Silent
Denmark;2006;male;55-74 years;155;575056;26,95;Denmark2006;;282,884,912,894;55354;Silent
Denmark;2006;male;35-54 years;161;782816;20,57;Denmark2006;;282,884,912,894;55354;Boomers
Denmark;2006;male;25-34 years;52;355908;14,61;Denmark2006;;282,884,912,894;55354;Generation X
Denmark;2006;female;55-74 years;71;597984;11,87;Denmark2006;;282,884,912,894;55354;Silent
Denmark;2006;female;75+ years;25;236472;10,57;Denmark2006;;282,884,912,894;55354;Silent
Denmark;2006;male;15-24 years;24;312053;7,69;Denmark2006;;282,884,912,894;55354;Millenials
Denmark;2006;female;35-54 years;57;763418;7,47;Denmark2006;;282,884,912,894;55354;Boomers
Denmark;2006;female;25-34 years;15;353444;4,24;Denmark2006;;282,884,912,894;55354;Generation X
Denmark;2006;female;15-24 years;9;298500;3,02;Denmark2006;;282,884,912,894;55354;Millenials
Denmark;2006;female;5-14 years;1;336170;0,3;Denmark2006;;282,884,912,894;55354;Millenials
Denmark;2006;male;5-14 years;1;353711;0,28;Denmark2006;;282,884,912,894;55354;Millenials
Denmark;2007;male;75+ years;59;146309;40,33;Denmark2007;;319,423,370,134;62229;Silent
Denmark;2007;male;55-74 years;124;584457;21,22;Denmark2007;;319,423,370,134;62229;Silent
Denmark;2007;male;35-54 years;145;786990;18,42;Denmark2007;;319,423,370,134;62229;Boomers
Denmark;2007;male;25-34 years;56;347246;16,13;Denmark2007;;319,423,370,134;62229;Generation X
Denmark;2007;female;75+ years;33;235854;13,99;Denmark2007;;319,423,370,134;62229;Silent
Denmark;2007;female;35-54 years;71;768072;9,24;Denmark2007;;319,423,370,134;62229;Boomers
Denmark;2007;female;55-74 years;55;606387;9,07;Denmark2007;;319,423,370,134;62229;Silent
Denmark;2007;male;15-24 years;15;320054;4,69;Denmark2007;;319,423,370,134;62229;Millenials
Denmark;2007;female;25-34 years;15;345418;4,34;Denmark2007;;319,423,370,134;62229;Generation X
Denmark;2007;female;15-24 years;6;305722;1,96;Denmark2007;;319,423,370,134;62229;Millenials
Denmark;2007;male;5-14 years;2;351664;0,57;Denmark2007;;319,423,370,134;62229;Generation Z
Denmark;2007;female;5-14 years;0;334828;0;Denmark2007;;319,423,370,134;62229;Generation Z
Denmark;2008;male;75+ years;62;147834;41,94;Denmark2008;;353,361,056,080;68447;Silent
Denmark;2008;male;55-74 years;127;595286;21,33;Denmark2008;;353,361,056,080;68447;Silent
Denmark;2008;male;35-54 years;150;788890;19,01;Denmark2008;;353,361,056,080;68447;Boomers
Denmark;2008;male;25-34 years;48;341329;14,06;Denmark2008;;353,361,056,080;68447;Generation X
Denmark;2008;female;75+ years;27;235396;11,47;Denmark2008;;353,361,056,080;68447;Silent
Denmark;2008;female;55-74 years;63;616691;10,22;Denmark2008;;353,361,056,080;68447;Silent
Denmark;2008;female;35-54 years;76;770688;9,86;Denmark2008;;353,361,056,080;68447;Boomers
Denmark;2008;male;15-24 years;30;330409;9,08;Denmark2008;;353,361,056,080;68447;Millenials
Denmark;2008;female;25-34 years;9;338992;2,65;Denmark2008;;353,361,056,080;68447;Generation X
Denmark;2008;female;15-24 years;8;315514;2,54;Denmark2008;;353,361,056,080;68447;Millenials
Denmark;2008;female;5-14 years;2;332388;0,6;Denmark2008;;353,361,056,080;68447;Generation Z
Denmark;2008;male;5-14 years;1;349108;0,29;Denmark2008;;353,361,056,080;68447;Generation Z
Denmark;2009;male;75+ years;64;150153;42,62;Denmark2009;;321,241,396,034;61863;Silent
Denmark;2009;male;55-74 years;165;604423;27,3;Denmark2009;;321,241,396,034;61863;Silent
Denmark;2009;male;35-54 years;186;790578;23,53;Denmark2009;;321,241,396,034;61863;Boomers
Denmark;2009;female;75+ years;32;235213;13,6;Denmark2009;;321,241,396,034;61863;Silent
Denmark;2009;male;25-34 years;36;335963;10,72;Denmark2009;;321,241,396,034;61863;Generation X
Denmark;2009;female;55-74 years;52;625986;8,31;Denmark2009;;321,241,396,034;61863;Silent
Denmark;2009;male;15-24 years;24;340143;7,06;Denmark2009;;321,241,396,034;61863;Millenials
Denmark;2009;female;35-54 years;43;773415;5,56;Denmark2009;;321,241,396,034;61863;Boomers
Denmark;2009;female;25-34 years;13;334052;3,89;Denmark2009;;321,241,396,034;61863;Generation X
Denmark;2009;female;15-24 years;4;324876;1,23;Denmark2009;;321,241,396,034;61863;Millenials
Denmark;2009;male;5-14 years;2;347259;0,58;Denmark2009;;321,241,396,034;61863;Generation Z
Denmark;2009;female;5-14 years;1;330729;0,3;Denmark2009;;321,241,396,034;61863;Generation Z
Denmark;2010;male;75+ years;61;153231;39,81;Denmark2010;0,908;321,995,350,347;61711;Silent
Denmark;2010;male;55-74 years;142;613233;23,16;Denmark2010;0,908;321,995,350,347;61711;Silent
Denmark;2010;male;35-54 years;142;791338;17,94;Denmark2010;0,908;321,995,350,347;61711;Generation X
Denmark;2010;male;25-34 years;43;329780;13,04;Denmark2010;0,908;321,995,350,347;61711;Generation X
Denmark;2010;female;75+ years;22;236409;9,31;Denmark2010;0,908;321,995,350,347;61711;Silent
Denmark;2010;female;55-74 years;56;634607;8,82;Denmark2010;0,908;321,995,350,347;61711;Silent
Denmark;2010;female;35-54 years;64;776699;8,24;Denmark2010;0,908;321,995,350,347;61711;Generation X
Denmark;2010;male;15-24 years;17;349175;4,87;Denmark2010;0,908;321,995,350,347;61711;Millenials
Denmark;2010;female;15-24 years;10;333696;3;Denmark2010;0,908;321,995,350,347;61711;Millenials
Denmark;2010;female;25-34 years;6;327722;1,83;Denmark2010;0,908;321,995,350,347;61711;Generation X
Denmark;2010;female;5-14 years;0;327790;0;Denmark2010;0,908;321,995,350,347;61711;Generation Z
Denmark;2010;male;5-14 years;0;344105;0;Denmark2010;0,908;321,995,350,347;61711;Generation Z
